1641074473	1	0xde0107965e1e99d819d51b774b552fb6887126c4f3e07fb2429da71b41e67f0e	0	0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2	20000000000000000
1641311839	1	0x31da5999c8c6fe35bed3534f14eb04e8dd212a864ff2cebb72aba36182297bb0	0	0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2	30000000000000000
1641404819	2020	0xc2218bfb7f00416345ceafa0fc53b521ab42a989e155759781b5bf43b80ede11	4	0xc99a6a985ed2cac1ef41640596c5a5f9f4e19ef5	32213570061633025242
1641404819	2020	0xc2218bfb7f00416345ceafa0fc53b521ab42a989e155759781b5bf43b80ede11	7	0xc99a6a985ed2cac1ef41640596c5a5f9f4e19ef5	44500000000000000000
1641405041	2020	0x741acf007bdc66edf78e1e73146593d8998c236e80c8b3a5def1b4abe755866b	0	0xc99a6a985ed2cac1ef41640596c5a5f9f4e19ef5	500000000000000000000
1641450566	2020	0x7e77bcdf9109dce19210be2a98f357e90d0535be4e3209aa0c858c3c3c8ad861	0	0x0b7007c13325c48911f73a2dad5fa5dcbf808adc	238814686646
1641451047	2020	0xfe90c70fac52ff6d5011f6b5dd46fa16b7468f26196454913553cfc8ee99ca03	2	0x0b7007c13325c48911f73a2dad5fa5dcbf808adc	200000000
1641453189	2020	0x10ea064388153c20d517277ab5abc9abc231392ed27c00fa8e6c71f0dc658e45	2	0x0b7007c13325c48911f73a2dad5fa5dcbf808adc	100000000
1641459938	2020	0xf6ffd5f787890f0269db102635756a5e0874f57475887d4c43e81084e318c706	2	0x0b7007c13325c48911f73a2dad5fa5dcbf808adc	1842744770
1641471172	2020	0xeeb9c4c28e5d0a1a329d35b0235102324a4e69604faa7c0a508140cf722b088a	0	0x0b7007c13325c48911f73a2dad5fa5dcbf808adc	10407445777
1641473287	2020	0x1d0351bd0f94e1feb6d0d9dff4e75c1fe2d8b220aa4974a3b1d733603668b76f	0	0x0b7007c13325c48911f73a2dad5fa5dcbf808adc	9951819273
1641482230	1	0x1765ec57f86728b5901e378c1a61da95bcf759d7c85ff88873ff19e2e10fd664	0	0xcc8fa225d80b9c7d42f96e9570156c65d6caaa25	8452395
1641484236	2020	0xbe76e086fe5558d0b4bc00051752ba4fa1cdb602cab94b86066e2c718f0f60a9	0	0x0b7007c13325c48911f73a2dad5fa5dcbf808adc	916600368532
1641486867	2020	0xf23aa3270f564a030612025ed58661dd799ec0fae08a2c5103f459c51f67d1cb	0	0x97a9107c1793bc407d6f527b77e7fff4d812bece	1213382556796105519225433
1641487002	2020	0x9cddfde2a3f3cbe30fdf8a06c6b5aaa80c8854bbc990738b6c55d5f152df8e41	0	0x97a9107c1793bc407d6f527b77e7fff4d812bece	100000000000000000000
1641490567	2020	0x0c3760f5e74efcba7118d0c7983dcdb7bf7ba77e63f418369d2f72f0626e743f	0	0x97a9107c1793bc407d6f527b77e7fff4d812bece	62786132590000000000
1641490642	2020	0xcd2c65a70ddf92a0fc4dd97b2a070fa92d3f04ab7df3dce54b5bc5899bb7748c	0	0x97a9107c1793bc407d6f527b77e7fff4d812bece	56298139220000000000
1641492232	2020	0x740e50878705d0d782b1d343482a436f17328e7145102b0e1602c30eba2ebdc1	4	0x97a9107c1793bc407d6f527b77e7fff4d812bece	3699955477418419537
1641492506	1	0x6bfb295d4465e6f3de25c4fdc91ebf620da68865d2fa2c8d6e425f0d7f1bc197	0	0xcc8fa225d80b9c7d42f96e9570156c65d6caaa25	1901
1641492541	2020	0x6374acd31a1c52ba068a5caa2255d4decd6d33bf310e84e72a91e358b2ddd958	0	0x97a9107c1793bc407d6f527b77e7fff4d812bece	21520041659021397140
1641492781	2020	0xdc4cd30f9bea4e35bdb9bd179aca2de181e4047e58648327d905b41f1c56fbcd	0	0x97a9107c1793bc407d6f527b77e7fff4d812bece	12600000000000000000
1641493147	2020	0x472e51a103c64f0507603b84b0475abb63c10a9dff6b52559bd73fe5eef451c8	0	0x97a9107c1793bc407d6f527b77e7fff4d812bece	189530000000000000000
1641493600	2020	0xbc50fbc551abe021639c08f1bc00f17ae7a7b2ef9c249e1d9107fa2624a5212f	0	0x97a9107c1793bc407d6f527b77e7fff4d812bece	1358350000000000000000
1641493843	2020	0x3a38cbec615c2a36b840b9bbea1f173f2de9db5401586ee58d15fcc3253ec004	0	0x97a9107c1793bc407d6f527b77e7fff4d812bece	258664900000000000000
1641494017	2020	0x6c8c6b934fc1090464ed89c0f06387e5efaf0f1b220a5ea5e38d1ef83c864221	0	0x97a9107c1793bc407d6f527b77e7fff4d812bece	124471647330000000000
